"EventID","ActionID","SoundID","SourceID","WEM","StreamType","SizeKB","DurationSec","BitrateKbps","Encoding","SampleRate","Channels","Bucket"
"985175208","359260679","276726676","433222527","433222527.wem","1","44,56","5,347","68","Custom Vorbis","32000 Hz","1","05-10s"
"985249731","261005986","380986806","702379328","702379328.wem","1","51,4","6,054","69","Custom Vorbis","32000 Hz","1","05-10s"
"992571404","580202707","18983951","162811341","162811341.wem","1","32,69","3,514","75","Custom Vorbis","32000 Hz","1","03-05s"
"993420852","881982948","242094586","836242656","836242656.wem","1","40,56","4,478","74","Custom Vorbis","32000 Hz","1","03-05s"
"996111595","833855978","212615185","596333364","596333364.wem","1","7,65","0,884","70","Custom Vorbis","32000 Hz","1","00-01s"
"999914252","104386796","645383988","185250707","185250707.wem","1","13,7","1,579","70","Custom Vorbis","32000 Hz","1","01-02s"
"1002245071","304837812","742844861","465789938","465789938.wem","1","31,71","3,719","69","Custom Vorbis","32000 Hz","1","03-05s"
"1007539908","300677048","111912769","1022616284","1022616284.wem","1","55,61","6,489","70","Custom Vorbis","32000 Hz","1","05-10s"
"1015092084","675543373","744084639","410655110","410655110.wem","1","42,86","5,121","68","Custom Vorbis","32000 Hz","1","05-10s"
"1019406461","443491341","501279652","23618156","23618156.wem","1","24,63","2,763","72","Custom Vorbis","32000 Hz","1","02-03s"
"1023816105","71788913","896754212","461263734","461263734.wem","1","31,67","3,723","69","Custom Vorbis","32000 Hz","1","03-05s"
"1025704988","659951917","724521334","1007923018","1007923018.wem","1","19,31","2,192","71","Custom Vorbis","32000 Hz","1","02-03s"
"1026393231","627744424","9484002","323982226","323982226.wem","1","108,8","14,008","63","Custom Vorbis","32000 Hz","1","10-20s"
"1032886942","398313346","188229006","731194467","731194467.wem","1","45,69","5,534","67","Custom Vorbis","32000 Hz","1","05-10s"
"1036583518","36118526","732053180","846936539","846936539.wem","1","38,76","4,721","67","Custom Vorbis","32000 Hz","1","03-05s"
"1037781457","564605524","265300516","54151231","54151231.wem","1","35,16","3,986","72","Custom Vorbis","32000 Hz","1","03-05s"
"1040802652","584181906","777064904","917369937","917369937.wem","1","22,33","2,053","88","Custom Vorbis","32000 Hz","1","02-03s"
"1042666289","363998529","759985361","829903043","829903043.wem","1","7,92","0,929","69","Custom Vorbis","32000 Hz","1","00-01s"
"1045436160","859063789","499257815","144853272","144853272.wem","1","17,34","2,071","68","Custom Vorbis","32000 Hz","1","02-03s"
"1049614177","108896294","115093971","1010472104","1010472104.wem","1","31,76","3,622","71","Custom Vorbis","32000 Hz","1","03-05s"
"1051333534","996584893","922199512","300764624","300764624.wem","1","35,13","3,701","77","Custom Vorbis","32000 Hz","1","03-05s"
"1058333261","850774174","484642107","338048439","338048439.wem","1","33,75","4,011","68","Custom Vorbis","32000 Hz","1","03-05s"
"1062811373","934035726","125136992","531151495","531151495.wem","1","18,5","2,176","69","Custom Vorbis","32000 Hz","1","02-03s"
"1064408926","645333464","143840629","646898170","646898170.wem","1","36,64","4,155","72","Custom Vorbis","32000 Hz","1","03-05s"
"1074146810","344433556","994218871","98552437","98552437.wem","1","38,04","4,577","67","Custom Vorbis","32000 Hz","1","03-05s"
"1076133838","731485791","304380630","911543220","911543220.wem","2","57,28","7,619","61","Custom Vorbis","32000 Hz","1","05-10s"
"1077489726","526130858","9002135","772188202","772188202.wem","1","17,08","2,018","68","Custom Vorbis","32000 Hz","1","02-03s"
"1084431539","383922212","616079477","801833393","801833393.wem","1","9,75","1,159","68","Custom Vorbis","32000 Hz","1","01-02s"
"1092904881","953086152","523817968","233546027","233546027.wem","1","37,51","4,578","66","Custom Vorbis","32000 Hz","1","03-05s"
"1098029512","930110057","634519766","90880483","90880483.wem","1","16,06","1,954","66","Custom Vorbis","32000 Hz","1","01-02s"
"1103764628","713202528","635194493","800015293","800015293.wem","1","80,59","9,733","67","Custom Vorbis","32000 Hz","1","05-10s"
"1104264977","751108522","90479594","774219807","774219807.wem","1","14,11","1,651","69","Custom Vorbis","32000 Hz","1","01-02s"
"1106187016","299359","220944009","647714753","647714753.wem","1","56,91","7,333","63","Custom Vorbis","32000 Hz","1","05-10s"
"1107099532","449868558","314270197","556780192","556780192.wem","1","16,95","1,825","75","Custom Vorbis","32000 Hz","1","01-02s"
"1107948250","605958934","24704316","342371862","342371862.wem","1","17,76","2,147","67","Custom Vorbis","32000 Hz","1","02-03s"
"1113986245","970350021","823356542","80944288","80944288.wem","1","25,06","2,383","85","Custom Vorbis","32000 Hz","1","02-03s"
"1116762280","1013882837","258833419","715683777","715683777.wem","1","21,17","2,398","72","Custom Vorbis","32000 Hz","1","02-03s"
"1117508467","911620461","8894136","694355849","694355849.wem","1","7,12","0,817","70","Custom Vorbis","32000 Hz","1","00-01s"
"1122296726","134134317","644460074","286033145","286033145.wem","1","77,92","10,898","58","Custom Vorbis","32000 Hz","1","10-20s"
"1124702214","830067575","418772344","299604590","299604590.wem","1","14,54","1,627","72","Custom Vorbis","32000 Hz","1","01-02s"
"1125519507","601154151","604785067","272522425","272522425.wem","2","28,56","3,203","72","Custom Vorbis","32000 Hz","1","03-05s"
"1126614114","1040170917","942563278","185799516","185799516.wem","1","40,9","4,847","68","Custom Vorbis","32000 Hz","1","03-05s"
"1131517247","133049835","176181447","166581581","166581581.wem","1","29,4","3,561","67","Custom Vorbis","32000 Hz","1","03-05s"
"1134099512","728299103","503277845","739343470","739343470.wem","1","43,74","5,224","68","Custom Vorbis","32000 Hz","1","05-10s"
"1134230665","766406028","6922791","661007727","661007727.wem","1","51,62","6,046","69","Custom Vorbis","32000 Hz","1","05-10s"
"1134550596","481443289","77120452","394844575","394844575.wem","1","39,58","4,793","67","Custom Vorbis","32000 Hz","1","03-05s"
"1141408562","713782570","824028212","736766333","736766333.wem","1","52,61","6,284","68","Custom Vorbis","32000 Hz","1","05-10s"
"1145372844","827069251","461091907","583620332","583620332.wem","1","50,98","6,619","62","Custom Vorbis","32000 Hz","1","05-10s"
"1147976870","583036020","168299508","876965456","876965456.wem","1","35,19","4,245","67","Custom Vorbis","32000 Hz","1","03-05s"
"1149751009","1033274283","755064832","346829381","346829381.wem","2","25,54","2,936","70","Custom Vorbis","32000 Hz","1","02-03s"
"1153101288","1007007993","120729097","556011718","556011718.wem","1","38,97","4,611","69","Custom Vorbis","32000 Hz","1","03-05s"
"1162766374","1066509000","103998348","697193758","697193758.wem","2","98,96","13,444","60","Custom Vorbis","32000 Hz","1","10-20s"
"1168415400","160586201","740703839","760776751","760776751.wem","1","44,35","5,165","70","Custom Vorbis","32000 Hz","1","05-10s"
"1172112788","345868907","498453443","233018484","233018484.wem","1","18,05","2,112","69","Custom Vorbis","32000 Hz","1","02-03s"
"1172115686","670358953","255016466","623153603","623153603.wem","2","16,73","1,835","74","Custom Vorbis","32000 Hz","1","01-02s"
"1175821568","326223472","337891011","196366528","196366528.wem","1","21,72","2,619","67","Custom Vorbis","32000 Hz","1","02-03s"
"1176830298","98908671","368060615","438170191","438170191.wem","1","19,23","2,188","71","Custom Vorbis","32000 Hz","1","02-03s"
"1181181451","145569852","408759120","561179109","561179109.wem","1","47,36","5,643","68","Custom Vorbis","32000 Hz","1","05-10s"
"1185430639","751371040","64276441","605166869","605166869.wem","1","86,97","10,523","67","Custom Vorbis","32000 Hz","1","10-20s"
"1188555628","849137564","203574859","179329367","179329367.wem","1","68,35","7,245","77","Custom Vorbis","32000 Hz","1","05-10s"
"1192026671","314103222","668081205","1019216425","1019216425.wem","1","40,83","5,073","65","Custom Vorbis","32000 Hz","1","05-10s"
"1198737572","365629827","597156993","184517543","184517543.wem","1","10,3","1,301","64","Custom Vorbis","32000 Hz","1","01-02s"
"1204866844","232683145","67889318","537768246","537768246.wem","1","12,66","1,509","68","Custom Vorbis","32000 Hz","1","01-02s"
"1207874832","317894615","228056663","910243833","910243833.wem","1","27,62","3,088","73","Custom Vorbis","32000 Hz","1","03-05s"
"1213289082","391161149","714851924","20696694","20696694.wem","2","32,89","4,526","59","Custom Vorbis","32000 Hz","1","03-05s"
"1219022389","235024408","473532462","398622759","398622759.wem","2","53,4","6,166","70","Custom Vorbis","32000 Hz","1","05-10s"
"1220812717","1035530909","570353536","876612086","876612086.wem","1","14,56","1,712","69","Custom Vorbis","32000 Hz","1","01-02s"
"1226176244","189250353","15049488","990261344","990261344.wem","1","17,13","2","69","Custom Vorbis","32000 Hz","1","02-03s"
"1230411843","239157836","21594974","878999912","878999912.wem","1","21,65","2,701","65","Custom Vorbis","32000 Hz","1","02-03s"
"1232370383","919574694","969254776","607257319","607257319.wem","1","43,17","5,056","69","Custom Vorbis","32000 Hz","1","05-10s"
"1233060146","33338827","31196658","430086978","430086978.wem","1","15,65","1,6","79","Custom Vorbis","32000 Hz","1","01-02s"
"1235739457","776138631","587941775","371394614","371394614.wem","2","72,62","8,416","70","Custom Vorbis","32000 Hz","1","05-10s"
"1236526983","691141048","312914597","448827065","448827065.wem","2","23,84","2,769","70","Custom Vorbis","32000 Hz","1","02-03s"
"1236597399","559150887","879486849","286377453","286377453.wem","1","25,02","3,026","67","Custom Vorbis","32000 Hz","1","03-05s"
"1241761502","413411601","71242924","760561591","760561591.wem","1","11,85","1,627","59","Custom Vorbis","32000 Hz","1","01-02s"
"1249509908","977857989","637038126","201433572","201433572.wem","2","21,95","2,569","69","Custom Vorbis","32000 Hz","1","02-03s"
"1250519000","144869620","312438050","1064404150","1064404150.wem","1","20,47","2,347","71","Custom Vorbis","32000 Hz","1","02-03s"
"1252065011","545133488","290187465","443826166","443826166.wem","1","21,12","2,949","58","Custom Vorbis","32000 Hz","1","02-03s"
"1252812179","812256275","1013517402","353841134","353841134.wem","2","139,65","18,808","60","Custom Vorbis","32000 Hz","1","10-20s"
"1253117252","977360908","101371365","326337733","326337733.wem","1","43,02","5,245","67","Custom Vorbis","32000 Hz","1","05-10s"
"1258724443","238134403","79167144","1050251054","1050251054.wem","1","49,36","5,6","72","Custom Vorbis","32000 Hz","1","05-10s"
"1263935166","159079101","857964692","920202335","920202335.wem","2","12,52","1,542","66","Custom Vorbis","32000 Hz","1","01-02s"
"1266889977","140937819","132908039","731303406","731303406.wem","1","12,34","1,463","68","Custom Vorbis","32000 Hz","1","01-02s"
"1270361140","283979803","472143845","788169647","788169647.wem","1","37,79","4,52","68","Custom Vorbis","32000 Hz","1","03-05s"
"1273019539","278999721","202487759","777512750","777512750.wem","1","47,27","5,4","71","Custom Vorbis","32000 Hz","1","05-10s"
"1276233748","856415100","84044586","258541100","258541100.wem","1","48,88","5,487","72","Custom Vorbis","32000 Hz","1","05-10s"
"1279633228","762166880","768792658","35991868","35991868.wem","1","19","2,017","76","Custom Vorbis","32000 Hz","1","02-03s"
"1282059124","549703120","506622031","529048438","529048438.wem","1","13,5","1,627","67","Custom Vorbis","32000 Hz","1","01-02s"
"1289065688","998873592","571182963","300465557","300465557.wem","1","17,61","1,999","71","Custom Vorbis","32000 Hz","1","01-02s"
"1295266950","276462060","48322268","1050544152","1050544152.wem","1","22,07","2,021","89","Custom Vorbis","32000 Hz","1","02-03s"
"1300393513","224936983","945672588","233358959","233358959.wem","1","34,36","4,005","70","Custom Vorbis","32000 Hz","1","03-05s"
"1302635520","249377762","549456114","415572436","415572436.wem","1","66,66","7,798","69","Custom Vorbis","32000 Hz","1","05-10s"
"1312168736","395795933","701034815","511045932","511045932.wem","1","43,39","5,241","67","Custom Vorbis","32000 Hz","1","05-10s"
"1333972682","897543627","629611683","244321865","244321865.wem","1","18,79","2,352","65","Custom Vorbis","32000 Hz","1","02-03s"
"1337526250","944977325","582368397","578909285","578909285.wem","1","22,03","2,45","73","Custom Vorbis","32000 Hz","1","02-03s"
"1337998135","1042833519","826777738","731848657","731848657.wem","2","8,21","0,9","73","Custom Vorbis","32000 Hz","1","00-01s"
"1342192736","253431697","532225781","809326529","809326529.wem","1","7,47","0,675","89","Custom Vorbis","32000 Hz","1","00-01s"
"1343018128","922101443","548914766","441969863","441969863.wem","1","40,76","4,383","76","Custom Vorbis","32000 Hz","1","03-05s"
"1343733178","337418438","927272582","508042368","508042368.wem","1","24,98","2,688","75","Custom Vorbis","32000 Hz","1","02-03s"
"1344103095","576496048","960943702","846917398","846917398.wem","2","35,77","5,267","55","Custom Vorbis","32000 Hz","1","05-10s"
"1347458514","186615950","101003551","884181245","884181245.wem","1","29,67","3,616","67","Custom Vorbis","32000 Hz","1","03-05s"
"1351242622","350053389","320504048","336600463","336600463.wem","1","19,09","2,242","69","Custom Vorbis","32000 Hz","1","02-03s"
"1352144180","704120089","669372916","894548271","894548271.wem","1","27,84","3,515","64","Custom Vorbis","32000 Hz","1","03-05s"
"1352333665","364004938","1043455568","822250269","822250269.wem","1","28,64","3,593","65","Custom Vorbis","32000 Hz","1","03-05s"
"1354894830","535209366","83948682","861286715","861286715.wem","1","10,98","0,985","90","Custom Vorbis","32000 Hz","1","00-01s"
"1358970323","489121831","989741814","409047569","409047569.wem","1","10,47","1,039","81","Custom Vorbis","32000 Hz","1","01-02s"
"1365390753","446606886","257354705","442044236","442044236.wem","1","8,08","1,015","64","Custom Vorbis","32000 Hz","1","01-02s"
"1371672385","428612610","107855291","753629622","753629622.wem","1","14,98","1,624","75","Custom Vorbis","32000 Hz","1","01-02s"
"1372482124","61788524","603152965","711877029","711877029.wem","1","55,76","6,667","68","Custom Vorbis","32000 Hz","1","05-10s"
"1373325719","368020843","260067330","858928381","858928381.wem","1","24,49","2,916","68","Custom Vorbis","32000 Hz","1","02-03s"
"1374922702","1068684430","555258558","729496704","729496704.wem","1","46,42","5,938","63","Custom Vorbis","32000 Hz","1","05-10s"
"1375747910","642765473","260348761","530969235","530969235.wem","1","10,72","0,977","89","Custom Vorbis","32000 Hz","1","00-01s"
"1388450100","178419983","597533131","89428262","89428262.wem","1","13,27","1,188","90","Custom Vorbis","32000 Hz","1","01-02s"
"1390311530","738812322","319887933","1018412350","1018412350.wem","1","47,53","5,33","72","Custom Vorbis","32000 Hz","1","05-10s"
"1392525625","178367285","1020402028","1059620240","1059620240.wem","1","7,03","0,576","98","Custom Vorbis","32000 Hz","1","00-01s"
"1395982077","793160162","750376927","478782204","478782204.wem","1","45,45","5,118","72","Custom Vorbis","32000 Hz","1","05-10s"
"1397048244","537182171","93680457","579883385","579883385.wem","1","19,6","2,197","72","Custom Vorbis","32000 Hz","1","02-03s"
"1402918832","298596891","690193247","167945959","167945959.wem","1","14,98","1,662","73","Custom Vorbis","32000 Hz","1","01-02s"
"1405227687","445898433","107351660","854499199","854499199.wem","1","10,95","1,007","88","Custom Vorbis","32000 Hz","1","01-02s"
"1409303212","898215708","871927467","820757872","820757872.wem","1","11,62","1,205","78","Custom Vorbis","32000 Hz","1","01-02s"
"1422005274","478655467","490656433","1002356841","1002356841.wem","1","14,91","1,483","81","Custom Vorbis","32000 Hz","1","01-02s"
"1426080799","712454948","131341758","974657530","974657530.wem","1","11,61","1,151","82","Custom Vorbis","32000 Hz","1","01-02s"
"1426591463","786579461","956460793","538302831","538302831.wem","1","33,93","4,083","67","Custom Vorbis","32000 Hz","1","03-05s"
"1426861212","505799495","764403018","284086785","284086785.wem","1","13,38","1,391","78","Custom Vorbis","32000 Hz","1","01-02s"
"1426877476","844588223","618740437","688166578","688166578.wem","1","36,04","4,11","71","Custom Vorbis","32000 Hz","1","03-05s"
"1429877993","265058403","995042558","23415599","23415599.wem","1","83,65","10,584","64","Custom Vorbis","32000 Hz","1","10-20s"
"1430980234","194795974","946172433","846685508","846685508.wem","2","56,24","7,533","61","Custom Vorbis","32000 Hz","1","05-10s"
"1433688653","44802052","236350761","481223653","481223653.wem","1","28,35","3,413","67","Custom Vorbis","32000 Hz","1","03-05s"
"1434959409","202874251","472137787","150649308","150649308.wem","1","39,43","5,076","63","Custom Vorbis","32000 Hz","1","05-10s"
"1434959410","294741614","838233963","255875212","255875212.wem","1","57,33","7,006","66","Custom Vorbis","32000 Hz","1","05-10s"
"1438638617","889309060","763195930","833202924","833202924.wem","2","45,92","6,104","61","Custom Vorbis","32000 Hz","1","05-10s"
"1438782861","547860278","666030736","752327521","752327521.wem","1","12,86","1,173","89","Custom Vorbis","32000 Hz","1","01-02s"
"1442858482","458649672","37611876","757292548","757292548.wem","1","11,33","1,095","84","Custom Vorbis","32000 Hz","1","01-02s"
"1449448340","263856076","1036449577","2575341","2575341.wem","1","43,76","5,349","66","Custom Vorbis","32000 Hz","1","05-10s"
"1449599358","902875706","998338293","324489994","324489994.wem","1","174,34","21,349","66","Custom Vorbis","32000 Hz","1","20-30s"
"1459636069","516516145","889058608","853491826","853491826.wem","1","13,83","1,357","82","Custom Vorbis","32000 Hz","1","01-02s"
"1460143611","205935179","385351221","336164338","336164338.wem","1","18,19","2,283","64","Custom Vorbis","32000 Hz","1","02-03s"
"1462588812","208835319","409383760","933900365","933900365.wem","1","15,16","1,771","69","Custom Vorbis","32000 Hz","1","01-02s"
"1463667292","787319294","300085535","470175939","470175939.wem","1","22,19","2,499","72","Custom Vorbis","32000 Hz","1","02-03s"
"1464506463","1045509450","230611780","717250427","717250427.wem","2","99,58","13,143","62","Custom Vorbis","32000 Hz","1","10-20s"
"1467204419","218565073","267389728","86008251","86008251.wem","1","42,53","4,974","69","Custom Vorbis","32000 Hz","1","03-05s"
"1472355436","966018431","136052919","68392483","68392483.wem","1","60,89","7,509","66","Custom Vorbis","32000 Hz","1","05-10s"
"1475671394","1072472205","1055461642","798490929","798490929.wem","1","11,83","1,461","65","Custom Vorbis","32000 Hz","1","01-02s"
"1476413656","924379110","477459611","793668433","793668433.wem","1","15,24","1,316","94","Custom Vorbis","32000 Hz","1","01-02s"
"1477756927","950272388","587799451","54204748","54204748.wem","1","34,92","4,128","69","Custom Vorbis","32000 Hz","1","03-05s"
"1477902024","948709598","173918181","175393690","175393690.wem","1","29,1","2,951","80","Custom Vorbis","32000 Hz","1","02-03s"
"1492325161","326843746","760731484","958740332","958740332.wem","1","21,78","2,457","72","Custom Vorbis","32000 Hz","1","02-03s"
"1493056630","641044259","847070882","1032521899","1032521899.wem","1","43,37","4,872","72","Custom Vorbis","32000 Hz","1","03-05s"
"1493191243","164036162","1032978047","273544445","273544445.wem","1","6,91","0,675","82","Custom Vorbis","32000 Hz","1","00-01s"
"1495675248","655895176","699732404","661524582","661524582.wem","1","18,37","2,305","64","Custom Vorbis","32000 Hz","1","02-03s"
"1497286621","128065732","1042806552","357489160","357489160.wem","1","29,29","3,359","71","Custom Vorbis","32000 Hz","1","03-05s"
"1499399721","756736741","625381198","724317941","724317941.wem","1","19,21","2,301","68","Custom Vorbis","32000 Hz","1","02-03s"
"1503649457","98354924","650450056","499650297","499650297.wem","1","26,18","3,364","63","Custom Vorbis","32000 Hz","1","03-05s"
"1504001219","801788045","456172947","929730082","929730082.wem","1","14,9","1,61","75","Custom Vorbis","32000 Hz","1","01-02s"
"1504815003","25101986","366616315","212234175","212234175.wem","1","36,62","5,157","58","Custom Vorbis","32000 Hz","1","05-10s"
"1506958271","1064049449","330774367","465962432","465962432.wem","1","11,65","1,44","65","Custom Vorbis","32000 Hz","1","01-02s"
"1514642882","414394438","537527083","622342419","622342419.wem","1","25,74","2,608","80","Custom Vorbis","32000 Hz","1","02-03s"
"1522166924","133277949","734909783","751516442","751516442.wem","1","32,49","3,74","70","Custom Vorbis","32000 Hz","1","03-05s"
"1522572093","813372218","690889424","272603742","272603742.wem","1","10,34","1,131","74","Custom Vorbis","32000 Hz","1","01-02s"
"1525990237","744053099","696179535","200272434","200272434.wem","1","13,7","1,675","66","Custom Vorbis","32000 Hz","1","01-02s"
"1528523366","760646068","632188632","450167022","450167022.wem","1","12,96","1,493","70","Custom Vorbis","32000 Hz","1","01-02s"
"1536221796","900878983","334999623","939099692","939099692.wem","1","84,99","10,167","68","Custom Vorbis","32000 Hz","1","10-20s"
"1537684813","740483147","835605372","631317220","631317220.wem","1","43,14","4,736","74","Custom Vorbis","32000 Hz","1","03-05s"
"1546929112","798775751","520615931","268592622","268592622.wem","1","61,64","7,188","70","Custom Vorbis","32000 Hz","1","05-10s"
"1552701547","685200613","504544031","589104479","589104479.wem","1","100,42","12,025","68","Custom Vorbis","32000 Hz","1","10-20s"
"1562324204","808464622","174883767","214125137","214125137.wem","1","64,83","7,328","72","Custom Vorbis","32000 Hz","1","05-10s"
"1563170930","589383386","162456240","920129876","920129876.wem","1","49,41","5,97","67","Custom Vorbis","32000 Hz","1","05-10s"
"1571639502","101690538","852731061","917921297","917921297.wem","1","12,62","1,267","81","Custom Vorbis","32000 Hz","1","01-02s"
"1572331927","801140388","828913332","627610828","627610828.wem","1","8,44","0,981","69","Custom Vorbis","32000 Hz","1","00-01s"
"1574635234","401446043","486557715","541461070","541461070.wem","1","8,16","0,883","74","Custom Vorbis","32000 Hz","1","00-01s"
"1576689665","622991018","123309391","1067575506","1067575506.wem","1","59,14","7,163","67","Custom Vorbis","32000 Hz","1","05-10s"
"1577743092","869991064","804677276","916018735","916018735.wem","1","23,83","2,625","74","Custom Vorbis","32000 Hz","1","02-03s"
"1579828519","153631324","794660535","222555717","222555717.wem","1","75,06","9,079","67","Custom Vorbis","32000 Hz","1","05-10s"
"1583071034","370800526","873603613","408545271","408545271.wem","1","16,68","1,736","78","Custom Vorbis","32000 Hz","1","01-02s"
"1594075579","877751170","298667061","859504379","859504379.wem","1","35,97","4,369","67","Custom Vorbis","32000 Hz","1","03-05s"
"1601078373","895019799","131761106","158413004","158413004.wem","1","11,56","1,328","70","Custom Vorbis","32000 Hz","1","01-02s"
"1602085848","921788012","281566792","738169013","738169013.wem","1","56,37","6,491","71","Custom Vorbis","32000 Hz","1","05-10s"
"1608268017","439317907","452741127","474969243","474969243.wem","1","37,06","4,16","72","Custom Vorbis","32000 Hz","1","03-05s"
"1611567706","73901326","33190956","504253636","504253636.wem","1","8,82","1,057","67","Custom Vorbis","32000 Hz","1","01-02s"
"1617110814","721536814","357816766","496373118","496373118.wem","1","15,93","1,708","75","Custom Vorbis","32000 Hz","1","01-02s"
"1618754524","220215217","228743787","546302932","546302932.wem","1","32,23","3,036","86","Custom Vorbis","32000 Hz","1","03-05s"
"1619880322","456669544","973211308","123995673","123995673.wem","2","19,65","2,23","71","Custom Vorbis","32000 Hz","1","02-03s"
"1622641652","602445161","259359669","666889927","666889927.wem","1","30,75","3,675","68","Custom Vorbis","32000 Hz","1","03-05s"
"1623751964","586383912","41998588","706545110","706545110.wem","1","32,53","4,109","64","Custom Vorbis","32000 Hz","1","03-05s"
"1633037808","709815240","529382662","850488335","850488335.wem","1","28,62","3,755","62","Custom Vorbis","32000 Hz","1","03-05s"
"1635532111","127255270","1070849108","630526577","630526577.wem","1","19,09","1,613","96","Custom Vorbis","32000 Hz","1","01-02s"
"1638473133","525176844","163143708","618025199","618025199.wem","1","32,21","3,867","68","Custom Vorbis","32000 Hz","1","03-05s"
"1641840456","160327657","441938970","411497555","411497555.wem","1","23,78","2,761","70","Custom Vorbis","32000 Hz","1","02-03s"
"1643479121","726696648","102423799","753289531","753289531.wem","1","28","3,086","74","Custom Vorbis","32000 Hz","1","03-05s"
"1647420095","331935054","1004268650","387708242","387708242.wem","1","21,54","2,453","71","Custom Vorbis","32000 Hz","1","02-03s"
"1650432149","641214543","160487523","781774049","781774049.wem","1","78,45","9,587","66","Custom Vorbis","32000 Hz","1","05-10s"
"1652309794","868005192","609326816","585691051","585691051.wem","1","37,97","3,651","85","Custom Vorbis","32000 Hz","1","03-05s"
"1654706174","380542528","275045697","149815371","149815371.wem","1","10,15","1,291","63","Custom Vorbis","32000 Hz","1","01-02s"
"1658538140","753861775","562954401","800692050","800692050.wem","1","76,22","9,279","67","Custom Vorbis","32000 Hz","1","05-10s"
"1669087381","984175347","867965916","506775474","506775474.wem","1","33,07","3,071","87","Custom Vorbis","32000 Hz","1","03-05s"
"1678656149","320709480","30214720","359231875","359231875.wem","1","17,3","2,332","60","Custom Vorbis","32000 Hz","1","02-03s"
"1682539192","666307177","754436826","451974591","451974591.wem","1","76,9","9,871","63","Custom Vorbis","32000 Hz","1","05-10s"
"1682644071","581081123","630516632","195325266","195325266.wem","1","6,63","0,784","68","Custom Vorbis","32000 Hz","1","00-01s"
"1686469442","271833446","705392777","402148274","402148274.wem","1","10,07","1,131","72","Custom Vorbis","32000 Hz","1","01-02s"
"1703179782","601005225","977406015","286756205","286756205.wem","1","12,72","1,266","81","Custom Vorbis","32000 Hz","1","01-02s"
"1713556506","782052297","549822694","126988840","126988840.wem","1","10,48","1,322","64","Custom Vorbis","32000 Hz","1","01-02s"
"1714209092","645973793","166959151","1026098211","1026098211.wem","1","28,56","3,403","68","Custom Vorbis","32000 Hz","1","03-05s"
"1717726313","844438549","254486690","116629131","116629131.wem","1","40,97","4,823","69","Custom Vorbis","32000 Hz","1","03-05s"
"1720085796","680692599","389568658","56223722","56223722.wem","1","52,24","6,319","67","Custom Vorbis","32000 Hz","1","05-10s"
"1722371634","157339673","402736572","431551151","431551151.wem","2","110,79","13,432","67","Custom Vorbis","32000 Hz","1","10-20s"
"1726545727","451104876","724719174","70532753","70532753.wem","1","14,84","1,338","90","Custom Vorbis","32000 Hz","1","01-02s"
"1730234253","78573436","434908316","444357559","444357559.wem","1","19,73","2,247","71","Custom Vorbis","32000 Hz","1","02-03s"
"1735195633","429733557","267818785","681387595","681387595.wem","1","44,38","4,88","74","Custom Vorbis","32000 Hz","1","03-05s"
"1741796302","138123452","799155005","202756120","202756120.wem","1","18,31","2,214","67","Custom Vorbis","32000 Hz","1","02-03s"
"1743323282","966995386","986718980","439964722","439964722.wem","1","7,67","0,753","82","Custom Vorbis","32000 Hz","1","00-01s"
"1746812372","543342245","752031617","301847788","301847788.wem","1","17,51","2,026","70","Custom Vorbis","32000 Hz","1","02-03s"
"1749608014","325630347","640495257","1009114422","1009114422.wem","1","14,3","1,802","64","Custom Vorbis","32000 Hz","1","01-02s"
"1758358581","686170800","382245291","38896854","38896854.wem","1","36,81","4,314","69","Custom Vorbis","32000 Hz","1","03-05s"
"1760100869","590152896","561852758","72740112","72740112.wem","1","8,34","0,813","83","Custom Vorbis","32000 Hz","1","00-01s"
"1773988251","312924734","31699722","301281303","301281303.wem","1","33,77","3,95","69","Custom Vorbis","32000 Hz","1","03-05s"
"1780193859","769320702","157758026","581175625","581175625.wem","1","22,94","3","62","Custom Vorbis","32000 Hz","1","03-05s"
"1784868865","331032502","1012368390","700711985","700711985.wem","1","44,93","5,521","66","Custom Vorbis","32000 Hz","1","05-10s"
"1785910087","853629253","519535934","111213177","111213177.wem","1","34,25","4,203","66","Custom Vorbis","32000 Hz","1","03-05s"
"1789921568","429373065","1008459272","297588063","297588063.wem","1","38,19","4,341","71","Custom Vorbis","32000 Hz","1","03-05s"
"1791293920","338238921","6644698","659204516","659204516.wem","1","39,3","4,487","71","Custom Vorbis","32000 Hz","1","03-05s"
"1795884759","494647886","890943570","1019119805","1019119805.wem","1","32,08","4,442","58","Custom Vorbis","32000 Hz","1","03-05s"
"1802874610","764500767","374593863","170803105","170803105.wem","1","30,36","3,555","69","Custom Vorbis","32000 Hz","1","03-05s"
"1803377177","619012009","294067781","513712278","513712278.wem","1","31,66","3,669","70","Custom Vorbis","32000 Hz","1","03-05s"
"1803499919","646712880","16788436","758290971","758290971.wem","1","24,87","2,812","72","Custom Vorbis","32000 Hz","1","02-03s"
"1804652044","816258306","140126900","218049326","218049326.wem","1","23,36","2,938","64","Custom Vorbis","32000 Hz","1","02-03s"
"1810801232","166181361","393884282","344561946","344561946.wem","1","19,93","2,374","68","Custom Vorbis","32000 Hz","1","02-03s"
"1813021880","528082547","524842254","393504504","393504504.wem","1","16,52","1,596","84","Custom Vorbis","32000 Hz","1","01-02s"
