"SourceID","UFileID","WEMFound","WEMFile","RelativePath","SizeBytes","StreamType","IsLanguageSpecific","HasSource","ExternallySupplied","ParentObject"
"211532930","211532930","True","211532930.wem","th4_000_common_vo\english(us)\211532930.wem","20443","1","","","","AkBankSourceData"
"211866321","211866321","True","211866321.wem","th4_000_common_vo\english(us)\211866321.wem","55798","1","","","","AkBankSourceData"
"212177027","212177027","True","212177027.wem","th4_000_common_vo\english(us)\212177027.wem","37393","1","","","","AkBankSourceData"
"212234175","212234175","True","212234175.wem","th4_000_common_vo\english(us)\212234175.wem","37502","1","","","","AkBankSourceData"
"213762010","213762010","True","213762010.wem","th4_000_common_vo\english(us)\213762010.wem","33499","1","","","","AkBankSourceData"
"214125137","214125137","True","214125137.wem","th4_000_common_vo\english(us)\214125137.wem","66390","1","","","","AkBankSourceData"
"215314467","215314467","True","215314467.wem","th4_000_common_vo\english(us)\215314467.wem","10897","1","","","","AkBankSourceData"
"216677552","216677552","True","216677552.wem","th4_000_common_vo\english(us)\216677552.wem","31477","1","","","","AkBankSourceData"
"218049326","218049326","True","218049326.wem","th4_000_common_vo\english(us)\218049326.wem","23920","1","","","","AkBankSourceData"
"218774231","218774231","True","218774231.wem","th4_000_common_vo\english(us)\218774231.wem","59477","1","","","","AkBankSourceData"
"219180708","219180708","True","219180708.wem","th4_000_common_vo\english(us)\219180708.wem","27577","1","","","","AkBankSourceData"
"219721614","219721614","True","219721614.wem","th4_000_common_vo\english(us)\219721614.wem","22421","1","","","","AkBankSourceData"
"219835625","219835625","True","219835625.wem","th4_000_common_vo\english(us)\219835625.wem","45356","1","","","","AkBankSourceData"
"221217876","221217876","True","221217876.wem","th4_000_common_vo\english(us)\221217876.wem","15697","1","","","","AkBankSourceData"
"222265191","222265191","True","222265191.wem","th4_000_common_vo\english(us)\222265191.wem","28588","1","","","","AkBankSourceData"
"222555717","222555717","True","222555717.wem","th4_000_common_vo\english(us)\222555717.wem","76866","1","","","","AkBankSourceData"
"223275476","223275476","True","223275476.wem","th4_000_common_vo\english(us)\223275476.wem","26582","1","","","","AkBankSourceData"
"223793026","223793026","True","223793026.wem","th4_000_common_vo\english(us)\223793026.wem","15631","1","","","","AkBankSourceData"
"224466364","224466364","True","224466364.wem","th4_000_common_vo\english(us)\224466364.wem","24732","1","","","","AkBankSourceData"
"225139994","225139994","True","225139994.wem","th4_000_common_vo\english(us)\225139994.wem","23014","1","","","","AkBankSourceData"
"226617786","226617786","True","226617786.wem","th4_000_common_vo\english(us)\226617786.wem","59286","1","","","","AkBankSourceData"
"227431214","227431214","True","227431214.wem","th4_000_common_vo\english(us)\227431214.wem","12825","1","","","","AkBankSourceData"
"227830401","227830401","True","227830401.wem","th4_000_common_vo\english(us)\227830401.wem","266615","1","","","","AkBankSourceData"
"228038233","228038233","True","228038233.wem","th4_000_common_vo\english(us)\228038233.wem","31617","1","","","","AkBankSourceData"
"230796911","230796911","True","230796911.wem","th4_000_common_vo\english(us)\230796911.wem","21868","1","","","","AkBankSourceData"
"231591266","231591266","True","231591266.wem","th4_000_common_vo\english(us)\231591266.wem","23452","1","","","","AkBankSourceData"
"231986273","231986273","True","231986273.wem","th4_000_common_vo\english(us)\231986273.wem","42053","1","","","","AkBankSourceData"
"232476450","232476450","True","232476450.wem","th4_000_common_vo\english(us)\232476450.wem","15670","1","","","","AkBankSourceData"
"233018484","233018484","True","233018484.wem","th4_000_common_vo\english(us)\233018484.wem","18488","1","","","","AkBankSourceData"
"233358959","233358959","True","233358959.wem","th4_000_common_vo\english(us)\233358959.wem","35181","1","","","","AkBankSourceData"
"233438342","233438342","True","233438342.wem","th4_000_common_vo\english(us)\233438342.wem","74990","2","","","","AkBankSourceData"
"233546027","233546027","True","233546027.wem","th4_000_common_vo\english(us)\233546027.wem","38409","1","","","","AkBankSourceData"
"234132063","234132063","True","234132063.wem","th4_000_common_vo\english(us)\234132063.wem","68152","1","","","","AkBankSourceData"
"234171837","234171837","True","234171837.wem","th4_000_common_vo\english(us)\234171837.wem","49255","1","","","","AkBankSourceData"
"237528681","237528681","True","237528681.wem","th4_000_common_vo\english(us)\237528681.wem","9803","2","","","","AkBankSourceData"
"238102054","238102054","True","238102054.wem","th4_000_common_vo\english(us)\238102054.wem","4822","1","","","","AkBankSourceData"
"239395106","239395106","True","239395106.wem","th4_000_common_vo\english(us)\239395106.wem","10191","1","","","","AkBankSourceData"
"240912965","240912965","True","240912965.wem","th4_000_common_vo\english(us)\240912965.wem","22229","2","","","","AkBankSourceData"
"242465059","242465059","True","242465059.wem","th4_000_common_vo\english(us)\242465059.wem","94192","1","","","","AkBankSourceData"
"243616231","243616231","True","243616231.wem","th4_000_common_vo\english(us)\243616231.wem","48792","1","","","","AkBankSourceData"
"244321865","244321865","True","244321865.wem","th4_000_common_vo\english(us)\244321865.wem","19242","1","","","","AkBankSourceData"
"246609026","246609026","True","246609026.wem","th4_000_common_vo\english(us)\246609026.wem","93446","2","","","","AkBankSourceData"
"246891663","246891663","True","246891663.wem","th4_000_common_vo\english(us)\246891663.wem","56791","1","","","","AkBankSourceData"
"248157971","248157971","True","248157971.wem","th4_000_common_vo\english(us)\248157971.wem","10241","1","","","","AkBankSourceData"
"250104555","250104555","True","250104555.wem","th4_000_common_vo\english(us)\250104555.wem","9869","2","","","","AkBankSourceData"
"252188113","252188113","True","252188113.wem","th4_000_common_vo\english(us)\252188113.wem","54004","1","","","","AkBankSourceData"
"252257032","252257032","True","252257032.wem","th4_000_common_vo\english(us)\252257032.wem","38838","1","","","","AkBankSourceData"
"252305306","252305306","True","252305306.wem","th4_000_common_vo\english(us)\252305306.wem","13275","1","","","","AkBankSourceData"
"253103376","253103376","True","253103376.wem","th4_000_common_vo\english(us)\253103376.wem","23938","2","","","","AkBankSourceData"
"253212335","253212335","True","253212335.wem","th4_000_common_vo\english(us)\253212335.wem","9850","2","","","","AkBankSourceData"
"253463471","253463471","True","253463471.wem","th4_000_common_vo\english(us)\253463471.wem","46587","1","","","","AkBankSourceData"
"255875212","255875212","True","255875212.wem","th4_000_common_vo\english(us)\255875212.wem","58703","1","","","","AkBankSourceData"
"257763145","257763145","True","257763145.wem","th4_000_common_vo\english(us)\257763145.wem","14903","1","","","","AkBankSourceData"
"258432156","258432156","True","258432156.wem","th4_000_common_vo\english(us)\258432156.wem","46109","1","","","","AkBankSourceData"
"258438692","258438692","True","258438692.wem","th4_000_common_vo\english(us)\258438692.wem","71089","1","","","","AkBankSourceData"
"258541100","258541100","True","258541100.wem","th4_000_common_vo\english(us)\258541100.wem","50056","1","","","","AkBankSourceData"
"260783562","260783562","True","260783562.wem","th4_000_common_vo\english(us)\260783562.wem","60417","1","","","","AkBankSourceData"
"262509221","262509221","True","262509221.wem","th4_000_common_vo\english(us)\262509221.wem","27389","1","","","","AkBankSourceData"
"262650098","262650098","True","262650098.wem","th4_000_common_vo\english(us)\262650098.wem","24288","1","","","","AkBankSourceData"
"264318605","264318605","True","264318605.wem","th4_000_common_vo\english(us)\264318605.wem","13949","1","","","","AkBankSourceData"
"264429072","264429072","True","264429072.wem","th4_000_common_vo\english(us)\264429072.wem","41659","1","","","","AkBankSourceData"
"264889363","264889363","True","264889363.wem","th4_000_common_vo\english(us)\264889363.wem","12100","1","","","","AkBankSourceData"
"265251714","265251714","True","265251714.wem","th4_000_common_vo\english(us)\265251714.wem","37642","1","","","","AkBankSourceData"
"268025381","268025381","True","268025381.wem","th4_000_common_vo\english(us)\268025381.wem","34800","1","","","","AkBankSourceData"
"268592622","268592622","True","268592622.wem","th4_000_common_vo\english(us)\268592622.wem","63123","1","","","","AkBankSourceData"
"270191836","270191836","True","270191836.wem","th4_000_common_vo\english(us)\270191836.wem","13904","1","","","","AkBankSourceData"
"270299190","270299190","True","270299190.wem","th4_000_common_vo\english(us)\270299190.wem","6324","1","","","","AkBankSourceData"
"271969660","271969660","True","271969660.wem","th4_000_common_vo\english(us)\271969660.wem","17993","1","","","","AkBankSourceData"
"272200703","272200703","True","272200703.wem","th4_000_common_vo\english(us)\272200703.wem","9411","2","","","","AkBankSourceData"
"272253548","272253548","True","272253548.wem","th4_000_common_vo\english(us)\272253548.wem","17323","1","","","","AkBankSourceData"
"272522425","272522425","True","272522425.wem","th4_000_common_vo\english(us)\272522425.wem","29248","2","","","","AkBankSourceData"
"272603742","272603742","True","272603742.wem","th4_000_common_vo\english(us)\272603742.wem","10592","1","","","","AkBankSourceData"
"272772371","272772371","True","272772371.wem","th4_000_common_vo\english(us)\272772371.wem","14118","1","","","","AkBankSourceData"
"273544445","273544445","True","273544445.wem","th4_000_common_vo\english(us)\273544445.wem","7078","1","","","","AkBankSourceData"
"273701221","273701221","True","273701221.wem","th4_000_common_vo\english(us)\273701221.wem","6961","1","","","","AkBankSourceData"
"276506526","276506526","True","276506526.wem","th4_000_common_vo\english(us)\276506526.wem","26470","2","","","","AkBankSourceData"
"278962303","278962303","True","278962303.wem","th4_000_common_vo\english(us)\278962303.wem","92080","1","","","","AkBankSourceData"
"281326780","281326780","True","281326780.wem","th4_000_common_vo\english(us)\281326780.wem","92552","1","","","","AkBankSourceData"
"282305378","282305378","True","282305378.wem","th4_000_common_vo\english(us)\282305378.wem","31435","1","","","","AkBankSourceData"
"284086785","284086785","True","284086785.wem","th4_000_common_vo\english(us)\284086785.wem","13699","1","","","","AkBankSourceData"
"285381545","285381545","True","285381545.wem","th4_000_common_vo\english(us)\285381545.wem","49254","1","","","","AkBankSourceData"
"285607759","285607759","True","285607759.wem","th4_000_common_vo\english(us)\285607759.wem","216534","2","","","","AkBankSourceData"
"286033145","286033145","True","286033145.wem","th4_000_common_vo\english(us)\286033145.wem","79791","1","","","","AkBankSourceData"
"286377453","286377453","True","286377453.wem","th4_000_common_vo\english(us)\286377453.wem","25617","1","","","","AkBankSourceData"
"286756205","286756205","True","286756205.wem","th4_000_common_vo\english(us)\286756205.wem","13026","1","","","","AkBankSourceData"
"287207942","287207942","True","287207942.wem","th4_000_common_vo\english(us)\287207942.wem","31761","1","","","","AkBankSourceData"
"287735083","287735083","True","287735083.wem","th4_000_common_vo\english(us)\287735083.wem","14253","1","","","","AkBankSourceData"
"287830862","287830862","True","287830862.wem","th4_000_common_vo\english(us)\287830862.wem","39293","1","","","","AkBankSourceData"
"288149885","288149885","True","288149885.wem","th4_000_common_vo\english(us)\288149885.wem","36046","1","","","","AkBankSourceData"
"289770978","289770978","True","289770978.wem","th4_000_common_vo\english(us)\289770978.wem","23033","1","","","","AkBankSourceData"
"289836723","289836723","True","289836723.wem","th4_000_common_vo\english(us)\289836723.wem","33184","2","","","","AkBankSourceData"
"290922556","290922556","True","290922556.wem","th4_000_common_vo\english(us)\290922556.wem","26504","1","","","","AkBankSourceData"
"291791478","291791478","True","291791478.wem","th4_000_common_vo\english(us)\291791478.wem","29467","1","","","","AkBankSourceData"
"291892974","291892974","True","291892974.wem","th4_000_common_vo\english(us)\291892974.wem","70033","1","","","","AkBankSourceData"
"291902255","291902255","True","291902255.wem","th4_000_common_vo\english(us)\291902255.wem","7339","1","","","","AkBankSourceData"
"292303274","292303274","True","292303274.wem","th4_000_common_vo\english(us)\292303274.wem","9004","1","","","","AkBankSourceData"
"293295906","293295906","True","293295906.wem","th4_000_common_vo\english(us)\293295906.wem","33683","1","","","","AkBankSourceData"
"294748920","294748920","True","294748920.wem","th4_000_common_vo\english(us)\294748920.wem","52379","1","","","","AkBankSourceData"
"295197945","295197945","True","295197945.wem","th4_000_common_vo\english(us)\295197945.wem","24621","2","","","","AkBankSourceData"
"295402180","295402180","True","295402180.wem","th4_000_common_vo\english(us)\295402180.wem","38249","1","","","","AkBankSourceData"
"295484415","295484415","True","295484415.wem","th4_000_common_vo\english(us)\295484415.wem","46598","1","","","","AkBankSourceData"
"296028953","296028953","True","296028953.wem","th4_000_common_vo\english(us)\296028953.wem","22247","1","","","","AkBankSourceData"
"296620762","296620762","True","296620762.wem","th4_000_common_vo\english(us)\296620762.wem","18233","1","","","","AkBankSourceData"
"297588063","297588063","True","297588063.wem","th4_000_common_vo\english(us)\297588063.wem","39107","1","","","","AkBankSourceData"
"298554319","298554319","True","298554319.wem","th4_000_common_vo\english(us)\298554319.wem","12018","1","","","","AkBankSourceData"
"299312186","299312186","True","299312186.wem","th4_000_common_vo\english(us)\299312186.wem","28252","1","","","","AkBankSourceData"
"299604590","299604590","True","299604590.wem","th4_000_common_vo\english(us)\299604590.wem","14886","1","","","","AkBankSourceData"
"300465557","300465557","True","300465557.wem","th4_000_common_vo\english(us)\300465557.wem","18028","1","","","","AkBankSourceData"
"300764624","300764624","True","300764624.wem","th4_000_common_vo\english(us)\300764624.wem","35971","1","","","","AkBankSourceData"
"301281303","301281303","True","301281303.wem","th4_000_common_vo\english(us)\301281303.wem","34581","1","","","","AkBankSourceData"
"301847788","301847788","True","301847788.wem","th4_000_common_vo\english(us)\301847788.wem","17935","1","","","","AkBankSourceData"
"302855129","302855129","True","302855129.wem","th4_000_common_vo\english(us)\302855129.wem","26952","1","","","","AkBankSourceData"
"303752298","303752298","True","303752298.wem","th4_000_common_vo\english(us)\303752298.wem","40592","1","","","","AkBankSourceData"
"305371706","305371706","True","305371706.wem","th4_000_common_vo\english(us)\305371706.wem","23423","2","","","","AkBankSourceData"
"307942064","307942064","True","307942064.wem","th4_000_common_vo\english(us)\307942064.wem","39058","1","","","","AkBankSourceData"
"310717457","310717457","True","310717457.wem","th4_000_common_vo\english(us)\310717457.wem","54369","1","","","","AkBankSourceData"
"312358803","312358803","True","312358803.wem","th4_000_common_vo\english(us)\312358803.wem","39003","1","","","","AkBankSourceData"
"313851490","313851490","True","313851490.wem","th4_000_common_vo\english(us)\313851490.wem","109850","2","","","","AkBankSourceData"
"314504782","314504782","True","314504782.wem","th4_000_common_vo\english(us)\314504782.wem","6786","1","","","","AkBankSourceData"
"315025654","315025654","True","315025654.wem","th4_000_common_vo\english(us)\315025654.wem","353152","1","","","","AkBankSourceData"
"315933206","315933206","True","315933206.wem","th4_000_common_vo\english(us)\315933206.wem","10119","1","","","","AkBankSourceData"
"316454681","316454681","True","316454681.wem","th4_000_common_vo\english(us)\316454681.wem","300366","1","","","","AkBankSourceData"
"317399096","317399096","True","317399096.wem","th4_000_common_vo\english(us)\317399096.wem","12162","1","","","","AkBankSourceData"
"321690469","321690469","True","321690469.wem","th4_000_common_vo\english(us)\321690469.wem","15402","1","","","","AkBankSourceData"
"322706511","322706511","True","322706511.wem","th4_000_common_vo\english(us)\322706511.wem","33580","2","","","","AkBankSourceData"
"323532677","323532677","True","323532677.wem","th4_000_common_vo\english(us)\323532677.wem","10538","2","","","","AkBankSourceData"
"323978565","323978565","True","323978565.wem","th4_000_common_vo\english(us)\323978565.wem","16453","1","","","","AkBankSourceData"
"323982226","323982226","True","323982226.wem","th4_000_common_vo\english(us)\323982226.wem","111411","1","","","","AkBankSourceData"
"324025043","324025043","True","324025043.wem","th4_000_common_vo\english(us)\324025043.wem","10262","2","","","","AkBankSourceData"
"324163942","324163942","True","324163942.wem","th4_000_common_vo\english(us)\324163942.wem","90254","1","","","","AkBankSourceData"
"324489994","324489994","True","324489994.wem","th4_000_common_vo\english(us)\324489994.wem","178521","1","","","","AkBankSourceData"
"326337733","326337733","True","326337733.wem","th4_000_common_vo\english(us)\326337733.wem","44055","1","","","","AkBankSourceData"
"327111786","327111786","True","327111786.wem","th4_000_common_vo\english(us)\327111786.wem","23755","1","","","","AkBankSourceData"
"327225481","327225481","True","327225481.wem","th4_000_common_vo\english(us)\327225481.wem","54235","1","","","","AkBankSourceData"
"329734131","329734131","True","329734131.wem","th4_000_common_vo\english(us)\329734131.wem","49231","1","","","","AkBankSourceData"
"330995421","330995421","True","330995421.wem","th4_000_common_vo\english(us)\330995421.wem","16336","1","","","","AkBankSourceData"
"332168452","332168452","True","332168452.wem","th4_000_common_vo\english(us)\332168452.wem","18377","1","","","","AkBankSourceData"
"334279646","334279646","True","334279646.wem","th4_000_common_vo\english(us)\334279646.wem","46569","1","","","","AkBankSourceData"
"334746582","334746582","True","334746582.wem","th4_000_common_vo\english(us)\334746582.wem","6968","2","","","","AkBankSourceData"
"335569914","335569914","True","335569914.wem","th4_000_common_vo\english(us)\335569914.wem","35549","1","","","","AkBankSourceData"
"336164338","336164338","True","336164338.wem","th4_000_common_vo\english(us)\336164338.wem","18627","1","","","","AkBankSourceData"
"336600463","336600463","True","336600463.wem","th4_000_common_vo\english(us)\336600463.wem","19553","1","","","","AkBankSourceData"
"336643644","336643644","True","336643644.wem","th4_000_common_vo\english(us)\336643644.wem","33464","1","","","","AkBankSourceData"
"336743785","336743785","True","336743785.wem","th4_000_common_vo\english(us)\336743785.wem","36317","1","","","","AkBankSourceData"
"337206063","337206063","True","337206063.wem","th4_000_common_vo\english(us)\337206063.wem","13989","2","","","","AkBankSourceData"
"338048439","338048439","True","338048439.wem","th4_000_common_vo\english(us)\338048439.wem","34561","1","","","","AkBankSourceData"
"338807096","338807096","True","338807096.wem","th4_000_common_vo\english(us)\338807096.wem","30389","1","","","","AkBankSourceData"
"339751913","339751913","True","339751913.wem","th4_000_common_vo\english(us)\339751913.wem","13885","1","","","","AkBankSourceData"
"342371862","342371862","True","342371862.wem","th4_000_common_vo\english(us)\342371862.wem","18183","1","","","","AkBankSourceData"
"344423814","344423814","True","344423814.wem","th4_000_common_vo\english(us)\344423814.wem","8910","1","","","","AkBankSourceData"
"344561946","344561946","True","344561946.wem","th4_000_common_vo\english(us)\344561946.wem","20413","1","","","","AkBankSourceData"
"344949174","344949174","True","344949174.wem","th4_000_common_vo\english(us)\344949174.wem","25189","1","","","","AkBankSourceData"
"345019061","345019061","True","345019061.wem","th4_000_common_vo\english(us)\345019061.wem","32665","1","","","","AkBankSourceData"
"346829381","346829381","True","346829381.wem","th4_000_common_vo\english(us)\346829381.wem","26152","2","","","","AkBankSourceData"
"348578007","348578007","True","348578007.wem","th4_000_common_vo\english(us)\348578007.wem","9406","1","","","","AkBankSourceData"
"348670091","348670091","True","348670091.wem","th4_000_common_vo\english(us)\348670091.wem","25942","1","","","","AkBankSourceData"
"351957581","351957581","True","351957581.wem","th4_000_common_vo\english(us)\351957581.wem","59908","1","","","","AkBankSourceData"
"352232437","352232437","True","352232437.wem","th4_000_common_vo\english(us)\352232437.wem","13697","1","","","","AkBankSourceData"
"352352022","352352022","True","352352022.wem","th4_000_common_vo\english(us)\352352022.wem","23859","1","","","","AkBankSourceData"
"353841134","353841134","True","353841134.wem","th4_000_common_vo\english(us)\353841134.wem","143002","2","","","","AkBankSourceData"
"354668928","354668928","True","354668928.wem","th4_000_common_vo\english(us)\354668928.wem","22367","1","","","","AkBankSourceData"
"357489160","357489160","True","357489160.wem","th4_000_common_vo\english(us)\357489160.wem","29996","1","","","","AkBankSourceData"
"358279764","358279764","True","358279764.wem","th4_000_common_vo\english(us)\358279764.wem","16371","1","","","","AkBankSourceData"
"359231875","359231875","True","359231875.wem","th4_000_common_vo\english(us)\359231875.wem","17715","1","","","","AkBankSourceData"
"359297207","359297207","True","359297207.wem","th4_000_common_vo\english(us)\359297207.wem","38391","1","","","","AkBankSourceData"
"359395123","359395123","True","359395123.wem","th4_000_common_vo\english(us)\359395123.wem","22824","1","","","","AkBankSourceData"
"360887369","360887369","True","360887369.wem","th4_000_common_vo\english(us)\360887369.wem","11296","1","","","","AkBankSourceData"
"361924852","361924852","True","361924852.wem","th4_000_common_vo\english(us)\361924852.wem","28294","1","","","","AkBankSourceData"
"365060074","365060074","True","365060074.wem","th4_000_common_vo\english(us)\365060074.wem","31756","1","","","","AkBankSourceData"
"366751104","366751104","True","366751104.wem","th4_000_common_vo\english(us)\366751104.wem","20070","1","","","","AkBankSourceData"
"366831874","366831874","True","366831874.wem","th4_000_common_vo\english(us)\366831874.wem","32369","2","","","","AkBankSourceData"
"366957376","366957376","True","366957376.wem","th4_000_common_vo\english(us)\366957376.wem","44757","1","","","","AkBankSourceData"
"367107921","367107921","True","367107921.wem","th4_000_common_vo\english(us)\367107921.wem","7228","1","","","","AkBankSourceData"
"367584962","367584962","True","367584962.wem","th4_000_common_vo\english(us)\367584962.wem","23192","1","","","","AkBankSourceData"
"368819908","368819908","True","368819908.wem","th4_000_common_vo\english(us)\368819908.wem","11892","1","","","","AkBankSourceData"
"371295396","371295396","True","371295396.wem","th4_000_common_vo\english(us)\371295396.wem","34525","1","","","","AkBankSourceData"
"371394614","371394614","True","371394614.wem","th4_000_common_vo\english(us)\371394614.wem","74367","2","","","","AkBankSourceData"
"372538656","372538656","True","372538656.wem","th4_000_common_vo\english(us)\372538656.wem","33903","1","","","","AkBankSourceData"
"374069543","374069543","True","374069543.wem","th4_000_common_vo\english(us)\374069543.wem","22434","1","","","","AkBankSourceData"
"374071736","374071736","True","374071736.wem","th4_000_common_vo\english(us)\374071736.wem","25689","1","","","","AkBankSourceData"
"374410794","374410794","True","374410794.wem","th4_000_common_vo\english(us)\374410794.wem","10854","1","","","","AkBankSourceData"
"375133198","375133198","True","375133198.wem","th4_000_common_vo\english(us)\375133198.wem","47577","1","","","","AkBankSourceData"
"376272801","376272801","True","376272801.wem","th4_000_common_vo\english(us)\376272801.wem","32513","1","","","","AkBankSourceData"
"376568401","376568401","True","376568401.wem","th4_000_common_vo\english(us)\376568401.wem","19668","1","","","","AkBankSourceData"
"377506577","377506577","True","377506577.wem","th4_000_common_vo\english(us)\377506577.wem","26844","1","","","","AkBankSourceData"
"382335453","382335453","True","382335453.wem","th4_000_common_vo\english(us)\382335453.wem","31542","1","","","","AkBankSourceData"
"382402011","382402011","True","382402011.wem","th4_000_common_vo\english(us)\382402011.wem","74569","2","","","","AkBankSourceData"
"383557193","383557193","True","383557193.wem","th4_000_common_vo\english(us)\383557193.wem","69583","1","","","","AkBankSourceData"
"383786923","383786923","True","383786923.wem","th4_000_common_vo\english(us)\383786923.wem","19491","1","","","","AkBankSourceData"
"384020408","384020408","True","384020408.wem","th4_000_common_vo\english(us)\384020408.wem","43615","1","","","","AkBankSourceData"
"385288379","385288379","True","385288379.wem","th4_000_common_vo\english(us)\385288379.wem","6010","2","","","","AkBankSourceData"
"387708242","387708242","True","387708242.wem","th4_000_common_vo\english(us)\387708242.wem","22058","1","","","","AkBankSourceData"
"388419407","388419407","True","388419407.wem","th4_000_common_vo\english(us)\388419407.wem","51029","1","","","","AkBankSourceData"
"393504504","393504504","True","393504504.wem","th4_000_common_vo\english(us)\393504504.wem","16915","1","","","","AkBankSourceData"
"393759497","393759497","True","393759497.wem","th4_000_common_vo\english(us)\393759497.wem","46320","1","","","","AkBankSourceData"
"393960277","393960277","True","393960277.wem","th4_000_common_vo\english(us)\393960277.wem","51130","1","","","","AkBankSourceData"
"394444490","394444490","True","394444490.wem","th4_000_common_vo\english(us)\394444490.wem","26214","1","","","","AkBankSourceData"
"394844575","394844575","True","394844575.wem","th4_000_common_vo\english(us)\394844575.wem","40535","1","","","","AkBankSourceData"
"396856693","396856693","True","396856693.wem","th4_000_common_vo\english(us)\396856693.wem","37711","1","","","","AkBankSourceData"
"398622759","398622759","True","398622759.wem","th4_000_common_vo\english(us)\398622759.wem","54677","2","","","","AkBankSourceData"
"400137489","400137489","True","400137489.wem","th4_000_common_vo\english(us)\400137489.wem","7057","1","","","","AkBankSourceData"
"400720740","400720740","True","400720740.wem","th4_000_common_vo\english(us)\400720740.wem","6932","1","","","","AkBankSourceData"
"401643321","401643321","True","401643321.wem","th4_000_common_vo\english(us)\401643321.wem","16356","2","","","","AkBankSourceData"
"401770030","401770030","True","401770030.wem","th4_000_common_vo\english(us)\401770030.wem","56979","1","","","","AkBankSourceData"
"402148274","402148274","True","402148274.wem","th4_000_common_vo\english(us)\402148274.wem","10316","1","","","","AkBankSourceData"
"403731769","403731769","True","403731769.wem","th4_000_common_vo\english(us)\403731769.wem","24117","1","","","","AkBankSourceData"
"404788835","404788835","True","404788835.wem","th4_000_common_vo\english(us)\404788835.wem","38676","1","","","","AkBankSourceData"
"405488693","405488693","True","405488693.wem","th4_000_common_vo\english(us)\405488693.wem","45442","1","","","","AkBankSourceData"
"406532239","406532239","True","406532239.wem","th4_000_common_vo\english(us)\406532239.wem","58263","1","","","","AkBankSourceData"
"408545271","408545271","True","408545271.wem","th4_000_common_vo\english(us)\408545271.wem","17080","1","","","","AkBankSourceData"
"409047569","409047569","True","409047569.wem","th4_000_common_vo\english(us)\409047569.wem","10722","1","","","","AkBankSourceData"
"410268385","410268385","True","410268385.wem","th4_000_common_vo\english(us)\410268385.wem","36526","2","","","","AkBankSourceData"
"410333338","410333338","True","410333338.wem","th4_000_common_vo\english(us)\410333338.wem","13545","1","","","","AkBankSourceData"
"410655110","410655110","True","410655110.wem","th4_000_common_vo\english(us)\410655110.wem","43885","1","","","","AkBankSourceData"
"411497555","411497555","True","411497555.wem","th4_000_common_vo\english(us)\411497555.wem","24355","1","","","","AkBankSourceData"
"412020070","412020070","True","412020070.wem","th4_000_common_vo\english(us)\412020070.wem","12924","1","","","","AkBankSourceData"
"415162792","415162792","True","415162792.wem","th4_000_common_vo\english(us)\415162792.wem","11233","2","","","","AkBankSourceData"
"415572436","415572436","True","415572436.wem","th4_000_common_vo\english(us)\415572436.wem","68264","1","","","","AkBankSourceData"
"415978962","415978962","True","415978962.wem","th4_000_common_vo\english(us)\415978962.wem","11318","1","","","","AkBankSourceData"
"415979427","415979427","True","415979427.wem","th4_000_common_vo\english(us)\415979427.wem","43075","1","","","","AkBankSourceData"
"417027039","417027039","True","417027039.wem","th4_000_common_vo\english(us)\417027039.wem","48870","1","","","","AkBankSourceData"
"417658502","417658502","True","417658502.wem","th4_000_common_vo\english(us)\417658502.wem","22492","1","","","","AkBankSourceData"
"418024896","418024896","True","418024896.wem","th4_000_common_vo\english(us)\418024896.wem","50055","1","","","","AkBankSourceData"
"419074368","419074368","True","419074368.wem","th4_000_common_vo\english(us)\419074368.wem","13656","1","","","","AkBankSourceData"
"423576560","423576560","True","423576560.wem","th4_000_common_vo\english(us)\423576560.wem","13329","1","","","","AkBankSourceData"
"424842952","424842952","True","424842952.wem","th4_000_common_vo\english(us)\424842952.wem","88289","1","","","","AkBankSourceData"
"428355477","428355477","True","428355477.wem","th4_000_common_vo\english(us)\428355477.wem","21799","1","","","","AkBankSourceData"
"429713486","429713486","True","429713486.wem","th4_000_common_vo\english(us)\429713486.wem","6210","2","","","","AkBankSourceData"
"429842192","429842192","True","429842192.wem","th4_000_common_vo\english(us)\429842192.wem","67266","1","","","","AkBankSourceData"
"430086978","430086978","True","430086978.wem","th4_000_common_vo\english(us)\430086978.wem","16021","1","","","","AkBankSourceData"
"430911117","430911117","True","430911117.wem","th4_000_common_vo\english(us)\430911117.wem","20566","1","","","","AkBankSourceData"
"431294283","431294283","True","431294283.wem","th4_000_common_vo\english(us)\431294283.wem","26991","1","","","","AkBankSourceData"
"431430945","431430945","True","431430945.wem","th4_000_common_vo\english(us)\431430945.wem","9731","1","","","","AkBankSourceData"
"431481085","431481085","True","431481085.wem","th4_000_common_vo\english(us)\431481085.wem","64360","2","","","","AkBankSourceData"
"431551151","431551151","True","431551151.wem","th4_000_common_vo\english(us)\431551151.wem","113444","2","","","","AkBankSourceData"
"432000320","432000320","True","432000320.wem","th4_000_common_vo\english(us)\432000320.wem","10906","1","","","","AkBankSourceData"
"433222527","433222527","True","433222527.wem","th4_000_common_vo\english(us)\433222527.wem","45630","1","","","","AkBankSourceData"
"433983910","433983910","True","433983910.wem","th4_000_common_vo\english(us)\433983910.wem","18501","1","","","","AkBankSourceData"
"434389044","434389044","True","434389044.wem","th4_000_common_vo\english(us)\434389044.wem","6922","2","","","","AkBankSourceData"
"438170191","438170191","True","438170191.wem","th4_000_common_vo\english(us)\438170191.wem","19694","1","","","","AkBankSourceData"
